sn_name,snr,redshift,feature_depth,mean_continuum_noise,adaptive_feature_width_A,min_wavelength_A,spectrum_file
2003cg,21.45,0.00410,5.0972e-15,2.3758e-16,219.0,6133.5,sn2003cg-20030330.23-fast_corrected.flm
2005ke,14.91,0.00450,7.1461e-16,4.7923e-17,230.8,6208.6,sn2005ke-20051208.26-fast_corrected.flm
2001V,38.13,0.01510,1.6175e-15,4.2416e-17,205.5,6214.5,sn2001V-20010316.29-fast_corrected.flm
1998co,19.11,0.01820,2.4824e-15,1.2993e-16,199.5,6231.0,sn1998co-19980630.47-fast_corrected.flm
2008Z,5.88,0.02100,1.9261e-16,3.2731e-17,64.7,6269.0,sn2008Z-20080313.36-fast_corrected.flm
2003cg,40.90,0.00410,3.4424e-15,8.4164e-17,207.0,6148.5,sn2003cg-20030407.19-fast_corrected.flm
2003fa,3.37,0.04040,8.1140e-17,2.4071e-17,46.5,6370.5,sn2003fa-20030701.39-fast_corrected.flm
1998aq,6.14,0.00390,1.3041e-16,2.1243e-17,6.0,6277.5,sn1998aq-19981124.54-fast_corrected.flm
2001br,26.53,0.02090,9.5170e-16,3.5870e-17,266.0,6216.0,sn2001br-20010524.46-mmt_corrected.flm
2002do,5.49,0.01590,2.7992e-16,5.0997e-17,166.5,6247.5,sn2002do-20020710.33-fast_corrected.flm
2007kk,13.77,0.04100,1.6340e-16,1.1863e-17,242.5,6347.9,sn2007kk-20071014.37-fast_corrected.flm
2002fk,6.85,0.00750,4.2230e-16,6.1640e-17,45.0,6213.0,sn2002fk-20021107.30-fast_corrected.flm
1994M,17.50,0.02320,6.5919e-16,3.7671e-17,218.4,6269.2,sn1994M-19940514.29-mmt_corrected.flm
2003kf,24.84,0.00740,1.1152e-15,4.4893e-17,207.0,6364.5,sn2003kf-20040130.29-fast_corrected.flm
1997dt,52.61,0.00730,3.5661e-15,6.7778e-17,270.0,6159.0,sn1997dt-19971129.11-fast_corrected.flm
1999ac,7.61,0.00950,2.5829e-16,3.3920e-17,189.0,6364.5,sn1999ac-19990423.46-fast_corrected.flm
2006lf,6.72,0.01320,6.1414e-16,9.1422e-17,182.3,6224.9,sn2006lf-20061113.36-fast_corrected.flm
2001az,4.46,0.04070,9.7068e-17,2.1756e-17,31.5,6373.5,sn2001az-20010529.35-fast_corrected.flm
2005el,33.03,0.01480,7.8607e-15,2.3797e-16,248.4,6213.3,sn2005el-20050929.48-fast_corrected.flm
2002bo,1.80,0.00430,1.1104e-16,6.1822e-17,45.0,6049.5,sn2002bo-20020520.14-fast_corrected.flm
2002jy,20.90,0.01960,4.7930e-13,2.2930e-14,232.5,6256.5,sn2002jy-20021226.12-fast_corrected.flm
2003kc,4.89,0.03340,1.1749e-16,2.4006e-17,151.5,6330.0,sn2003kc-20031219.49-fast_corrected.flm
2007co,7.07,0.02700,8.9142e-18,1.2604e-18,196.9,6542.8,sn2007co-20070911.16-mmt_corrected.flm
2001fh,9.26,0.01230,3.8847e-16,4.1950e-17,196.5,6202.5,sn2001fh-20011118.07-fast_corrected.flm
2007F,13.51,0.02360,2.8131e-15,2.0830e-16,202.9,6521.9,sn2007F-20070415.31-fast_corrected.flm
2001en,41.91,0.01640,3.2418e-15,7.7346e-17,253.5,6196.5,sn2001en-20011016.33-fast_corrected.flm
1998bu,50.39,0.00290,1.8120e-14,3.5962e-16,187.5,6309.0,sn1998bu-19980701.16-fast_corrected.flm
1998es,4.31,0.01060,4.2621e-16,9.8828e-17,70.5,6212.0,sn1998es-19981219.08-fast_corrected.flm
2006X,8.46,0.00520,7.3797e-16,8.7270e-17,222.0,6132.9,sn2006X-20060323.35-fast_corrected.flm
1994ae,114.15,0.00430,1.3931e-14,1.2204e-16,248.4,6154.8,sn1994ae-19941130.49-fast_corrected.flm
2005bc,37.20,0.01210,1.6675e-15,4.4828e-17,242.6,6201.5,sn2005bc-20050404.46-fast_corrected.flm
2007kk,3.27,0.04100,5.4435e-17,1.6647e-17,16.2,6369.4,sn2007kk-20071106.38-fast_corrected.flm
2002fk,16.37,0.00750,5.0906e-16,3.1104e-17,223.5,6382.5,sn2002fk-20021226.27-fast_corrected.flm
2007hj,39.33,0.01430,1.2579e-15,3.1980e-17,241.1,6164.5,sn2007hj-20070904.36-fast_corrected.flm
1993ac,7.09,0.05030,8.6155e-17,1.2150e-17,174.6,6396.4,sn1993ac-19931020.52-mmt_corrected.flm
1998bu,1.79,0.00290,3.8834e-17,2.1697e-17,19.5,6337.5,sn1998bu-19990117.46-fast_corrected.flm
2003kf,30.55,0.00740,1.6539e-15,5.4140e-17,169.5,6339.0,sn2003kf-20040117.23-fast_corrected.flm
1998ab,7.65,0.02700,2.6909e-16,3.5157e-17,253.5,6418.5,sn1998ab-19980429.28-fast_corrected.flm
1994D,26.83,0.00290,2.4512e-15,9.1362e-17,145.5,6297.1,sn1994D-19940510.16-fast_corrected.flm
2007ca,3.90,0.01410,1.0777e-16,2.7608e-17,4.4,6110.2,sn2007ca-20070622.18-fast_corrected.flm
2006H,5.67,0.01400,1.3614e-16,2.4012e-17,111.7,6246.2,sn2006H-20060131.11-fast_corrected.flm
2007co,21.04,0.02700,3.9297e-16,1.8676e-17,245.5,6249.9,sn2007co-20070609.33-fast_corrected.flm
2003cg,165.11,0.00410,1.1758e-15,7.1218e-18,230.0,6140.0,sn2003cg-20030402.17-ldss2_corrected.flm
2002es,3.64,0.01800,1.2927e-16,3.5534e-17,184.5,6361.5,sn2002es-20020912.46-fast_corrected.flm
1999aa,6.61,0.01440,2.7468e-16,4.1560e-17,48.0,6214.5,sn1999aa-19990324.18-fast_corrected.flm
2004dt,5.67,0.01940,3.9158e-15,6.9078e-16,176.1,6227.9,sn2004dt-20040908.49-fast_corrected.flm
1994D,37.10,0.00290,2.2952e-14,6.1870e-16,243.5,6119.5,sn1994D-19940315.36-mmt_corrected.flm
2006ac,1.58,0.02270,7.3277e-17,4.6330e-17,5.9,6266.3,sn2006ac-20060304.54-fast_corrected.flm
2000cf,10.98,0.03640,1.4266e-15,1.2997e-16,199.5,6376.5,sn2000cf-20000511.34-fast_corrected.flm
2006bt,15.34,0.03220,3.5786e-16,2.3325e-17,241.1,6291.8,sn2006bt-20060504.35-fast_corrected.flm
2006X,73.59,0.00520,6.4323e-15,8.7413e-17,276.4,6107.0,sn2006X-20060302.47-fast_corrected.flm
2003du,18.71,0.00640,1.1179e-14,5.9736e-16,183.0,6198.0,sn2003du-20030528.29-fast_corrected.flm
2001az,10.14,0.04070,2.3588e-16,2.3263e-17,232.5,6360.0,sn2001az-20010430.40-fast_corrected.flm
2003fa,9.62,0.04040,3.3010e-16,3.4313e-17,168.0,6385.5,sn2003fa-20030624.29-fast_corrected.flm
2003U,13.01,0.02810,1.6957e-15,1.3030e-16,235.5,6306.0,sn2003U-20030206.55-fast_corrected.flm
2007bm,42.93,0.00620,3.4171e-15,7.9601e-17,252.8,6145.5,sn2007bm-20070425.19-fast_corrected.flm
2006gr,2.88,0.03460,4.3939e-17,1.5251e-17,36.8,6331.3,sn2006gr-20061029.23-fast_corrected.flm
2007hj,16.81,0.01430,3.9107e-16,2.3269e-17,233.7,6210.7,sn2007hj-20070918.35-fast_corrected.flm
2006bw,15.96,0.03000,4.5926e-16,2.8777e-17,235.2,6299.1,sn2006bw-20060502.31-fast_corrected.flm
1999aa,6.04,0.01440,2.8016e-16,4.6362e-17,151.5,6212.0,sn1999aa-19990215.28-fast_corrected.flm
2007ae,3.55,0.06440,7.3816e-17,2.0803e-17,94.1,6496.8,sn2007ae-20070226.53-fast_corrected.flm
2006N,36.95,0.01430,2.2000e-15,5.9537e-17,229.3,6200.7,sn2006N-20060122.23-fast_corrected.flm
2003W,2.83,0.02010,2.4258e-16,8.5720e-17,24.0,6297.0,sn2003W-20030303.37-fast_corrected.flm
2002bo,12.52,0.00430,5.5969e-16,4.4694e-17,174.0,6364.5,sn2002bo-20020611.15-fast_corrected.flm
2007fb,2.35,0.01800,5.4928e-17,2.3330e-17,4.4,6147.9,sn2007fb-20070902.32-fast_corrected.flm
2007co,13.13,0.02700,2.1295e-16,1.6220e-17,183.8,6291.1,sn2007co-20070625.40-fast_corrected.flm
2006X,62.10,0.00520,3.8696e-15,6.2309e-17,274.9,6116.4,sn2006X-20060305.46-fast_corrected.flm
2005el,5.35,0.01480,6.0562e-16,1.1327e-16,198.5,6235.4,sn2005el-20051026.50-fast_corrected.flm
2007bc,24.50,0.02080,8.3315e-16,3.4007e-17,205.8,6251.4,sn2007bc-20070414.27-fast_corrected.flm
2006X,39.61,0.00520,5.0715e-15,1.2803e-16,254.3,6131.9,sn2006X-20060309.30-fast_corrected.flm
2003it,19.69,0.02510,4.4632e-16,2.2670e-17,225.0,6259.5,sn2003it-20031026.25-fast_corrected.flm
1999aa,14.32,0.01440,4.5818e-16,3.1997e-17,241.5,6433.5,sn1999aa-19990419.21-fast_corrected.flm
2001G,7.91,0.01680,2.4017e-16,3.0375e-17,234.0,6417.0,sn2001G-20010317.18-fast_corrected.flm
2004L,3.80,0.03230,6.0567e-17,1.5936e-17,37.5,6358.5,sn2004L-20040216.35-fast_corrected.flm
1999aa,7.17,0.01440,2.9816e-16,4.1557e-17,48.0,6229.5,sn1999aa-19990323.19-fast_corrected.flm
2006N,34.65,0.01430,1.5657e-15,4.5187e-17,226.4,6223.7,sn2006N-20060202.20-fast_corrected.flm
2000cp,7.03,0.03420,1.9222e-16,2.7326e-17,184.5,6346.5,sn2000cp-20000622.28-fast_corrected.flm
1998aq,18.42,0.00390,2.0530e-15,1.1143e-16,253.5,6340.5,sn1998aq-19980718.18-fast_corrected.flm
1997bq,21.88,0.00930,1.8718e-15,8.5551e-17,244.3,6172.5,sn1997bq-19970502.19-mmt_corrected.flm
1999by,80.87,0.00220,2.0698e-14,2.5595e-16,273.0,6141.0,sn1999by-19990507.14-fast_corrected.flm
1994D,14.17,0.00290,2.2938e-15,1.6189e-16,241.1,6340.9,sn1994D-19940517.17-fast_corrected.flm
2005cf,29.46,0.00650,1.3665e-15,4.6381e-17,245.5,6042.2,sn2005cf-20050601.26-fast_corrected.flm
1994D,-48.77,0.00290,-4.0154e-15,8.2331e-17,2646.1,6050.8,sn1994D-19940612.23-mmt_corrected.flm
1995D,23.48,0.00670,8.5621e-16,3.6458e-17,248.4,6367.4,sn1995D-19950426.14-fast_corrected.flm
2002he,11.76,0.02460,1.1415e-15,9.7070e-17,238.5,6262.5,sn2002he-20021111.52-fast_corrected.flm
2006X,41.11,0.00520,3.9053e-15,9.5001e-17,267.5,6116.4,sn2006X-20060304.51-fast_corrected.flm
2008ar,16.80,0.02610,9.4525e-16,5.6273e-17,224.9,6325.4,sn2008ar-20080316.47-fast_corrected.flm
1999gp,10.08,0.02670,3.2449e-16,3.2193e-17,180.0,6292.5,sn1999gp-20000114.16-fast_corrected.flm
2002cd,27.71,0.01040,1.4691e-15,5.3018e-17,246.0,6106.5,sn2002cd-20020422.49-fast_corrected.flm
2004as,16.45,0.03100,4.8587e-16,2.9538e-17,208.5,6277.5,sn2004as-20040316.35-fast_corrected.flm
2002fb,3.87,0.01560,2.0887e-15,5.4039e-16,4.5,6000.0,sn2002fb-20020929.42-fast_corrected.flm
2006S,9.49,0.03210,2.1422e-16,2.2577e-17,166.1,6305.1,sn2006S-20060129.51-fast_corrected.flm
2007ca,37.73,0.01410,1.4422e-15,3.8229e-17,217.6,6215.6,sn2007ca-20070510.23-fast_corrected.flm
2002jg,7.30,0.01570,3.1930e-16,4.3763e-17,172.5,6235.5,sn2002jg-20021211.14-fast_corrected.flm
2003cq,2.09,0.03330,4.6171e-17,2.2102e-17,40.5,6339.0,sn2003cq-20030427.22-fast_corrected.flm
2006al,9.29,0.06790,8.4529e-17,9.0977e-18,204.3,6578.2,sn2006al-20060224.34-fast_corrected.flm
2004as,20.68,0.03100,1.8108e-15,8.7575e-17,247.5,6295.5,sn2004as-20040321.27-fast_corrected.flm
1999cc,14.14,0.03140,4.4495e-16,3.1464e-17,232.5,6283.5,sn1999cc-19990519.36-fast_corrected.flm
1998dm,7.02,0.00650,2.7112e-16,3.8623e-17,25.5,6325.5,sn1998dm-19981015.34-fast_corrected.flm
1999aa,10.68,0.01440,6.7946e-16,6.3604e-17,181.5,6379.5,sn1999aa-19990325.12-fast_corrected.flm
2001gc,1.88,0.01930,5.8289e-17,3.1056e-17,90.0,6190.5,sn2001gc-20011223.32-fast_corrected.flm
2000fa,21.20,0.02130,9.6582e-16,4.5568e-17,211.5,6249.0,sn2000fa-20001218.38-fast_corrected.flm
1995D,4.53,0.00670,2.5761e-17,5.6873e-18,11.7,5899.7,sn1995D-19951202.44-mmt_corrected.flm
2001cp,10.73,0.02240,8.7435e-16,8.1473e-17,201.0,6259.5,sn2001cp-20010623.44-fast_corrected.flm
2006gr,5.01,0.03460,5.6679e-17,1.1316e-17,154.4,6295.9,sn2006gr-20060926.25-fast_corrected.flm
2000E,9.18,0.00470,5.3762e-16,5.8543e-17,231.0,6384.0,sn2000E-20000531.40-fast_corrected.flm
2001ay,16.35,0.03020,5.3824e-16,3.2915e-17,226.5,6273.0,sn2001ay-20010427.36-fast_corrected.flm
2006cf,15.81,0.04160,2.8781e-16,1.8203e-17,205.8,6399.0,sn2006cf-20060521.27-fast_corrected.flm
2006le,4.29,0.01740,1.3570e-15,3.1649e-16,198.4,6219.5,sn2006le-20061214.30-fast_corrected.flm
2003kc,4.18,0.03340,9.3849e-17,2.2464e-17,18.0,6373.5,sn2003kc-20031225.51-fast_corrected.flm
2003kc,3.05,0.03340,5.3650e-17,1.7608e-17,4.5,6328.5,sn2003kc-20031229.44-fast_corrected.flm
2006H,8.29,0.01400,2.9022e-16,3.5002e-17,89.7,6249.2,sn2006H-20060130.16-fast_corrected.flm
2005eu,9.56,0.03490,1.4155e-16,1.4807e-17,173.5,6328.0,sn2005eu-20051027.36-fast_corrected.flm
1996bo,14.20,0.01720,1.1024e-15,7.7633e-17,235.2,6215.2,sn1996bo-19961111.27-fast_corrected.flm
1994D,34.17,0.00290,1.5425e-14,4.5139e-16,249.8,6073.7,sn1994D-19940310.36-mmt_corrected.flm
1994T,2.30,0.03460,1.3604e-16,5.9131e-17,23.5,6302.5,sn1994T-19940613.19-fast_corrected.flm
2007bm,82.60,0.00620,4.2435e-15,5.1376e-17,210.2,6182.3,sn2007bm-20070511.16-fast_corrected.flm
2005eq,17.55,0.02900,5.1190e-16,2.9170e-17,241.1,6332.4,sn2005eq-20051011.39-fast_corrected.flm
1998es,40.82,0.01060,2.8434e-15,6.9650e-17,253.5,6206.0,sn1998es-19981126.22-fast_corrected.flm
2003ic,11.21,0.05530,2.0549e-16,1.8324e-17,219.0,6447.0,sn2003ic-20030921.36-fast_corrected.flm
2001ep,1.23,0.01300,6.1092e-17,4.9490e-17,189.0,6436.5,sn2001ep-20020114.22-fast_corrected.flm
2006gt,13.20,0.04480,1.2752e-16,9.6613e-18,227.9,6419.9,sn2006gt-20060926.38-fast_corrected.flm
2008bf,12.15,0.02460,2.9970e-16,2.4669e-17,157.3,6288.6,sn2008bf-20080415.24-fast_corrected.flm
2003it,34.59,0.02510,6.3254e-16,1.8288e-17,259.5,6267.0,sn2003it-20031020.23-fast_corrected.flm
2002jy,3.43,0.01960,4.5250e-14,1.3185e-14,4.5,6303.0,sn2002jy-20030126.10-fast_corrected.flm
1998bu,26.63,0.00290,7.0591e-15,2.6503e-16,0.0,6172.5,sn1998bu-19980623.17-fast_corrected.flm
2001gc,14.00,0.01930,6.3011e-16,4.5000e-17,252.0,6172.5,sn2001gc-20011204.36-fast_corrected.flm
1998es,16.38,0.01060,3.2737e-15,1.9982e-16,148.5,6218.5,sn1998es-19981213.18-fast_corrected.flm
2006X,116.26,0.00520,8.8547e-15,7.6165e-17,267.5,6105.7,sn2006X-20060227.44-fast_corrected.flm
2002bo,11.78,0.00430,7.7592e-16,6.5889e-17,220.5,6163.5,sn2002bo-20020413.19-fast_corrected.flm
2005M,9.57,0.02200,4.2513e-16,4.4416e-17,222.0,6313.9,sn2005M-20050204.26-fast_corrected.flm
2003fa,3.54,0.04040,9.4068e-17,2.6542e-17,19.5,6331.5,sn2003fa-20030608.29-fast_corrected.flm
2003cg,56.42,0.00410,4.2105e-15,7.4626e-17,271.5,6139.5,sn2003cg-20030327.27-fast_corrected.flm
2002dj,11.35,0.00930,1.0115e-15,8.9082e-17,163.5,6091.5,sn2002dj-20020617.17-fast_corrected.flm
2007kk,14.89,0.04100,1.7475e-16,1.1739e-17,216.1,6366.0,sn2007kk-20071013.46-fast_corrected.flm
2002do,2.82,0.01590,6.5093e-17,2.3045e-17,6.0,6357.0,sn2002do-20020706.20-fast_corrected.flm
2000fa,13.35,0.02130,1.6373e-16,1.2267e-17,211.0,6441.0,sn2000fa-20010126.19-mmt_corrected.flm
2002fk,25.46,0.00750,3.7504e-15,1.4730e-16,249.0,6190.5,sn2002fk-20020927.46-fast_corrected.flm
2008af,13.72,0.03350,3.7304e-16,2.7190e-17,244.0,6322.9,sn2008af-20080211.48-fast_corrected.flm
2001bf,37.16,0.01560,3.9397e-15,1.0602e-16,241.5,6244.5,sn2001bf-20010521.43-fast_corrected.flm
2007F,20.24,0.02360,1.0056e-14,4.9675e-16,208.7,6281.8,sn2007F-20070122.49-fast_corrected.flm
1998aq,29.69,0.00390,3.6746e-15,1.2379e-16,186.0,6304.5,sn1998aq-19980621.18-fast_corrected.flm
2006cz,8.00,0.04180,3.5397e-16,4.4273e-17,174.9,6362.7,sn2006cz-20060617.24-fast_corrected.flm
1999aa,17.54,0.01440,7.3889e-16,4.2123e-17,168.0,6237.0,sn1999aa-19990310.23-fast_corrected.flm
2006D,49.21,0.00860,1.3187e-15,2.6795e-17,196.9,6197.4,sn2006D-20060207.45-mmt_corrected.flm
1998bu,224.93,0.00290,7.0024e-14,3.1132e-16,259.5,6145.5,sn1998bu-19980518.16-fast_corrected.flm
2006bt,16.78,0.03220,6.7424e-16,4.0191e-17,247.0,6309.4,sn2006bt-20060502.33-fast_corrected.flm
1998es,24.15,0.01060,1.6935e-15,7.0110e-17,222.0,6200.0,sn1998es-19981121.23-fast_corrected.flm
2001ep,2.96,0.01300,8.4784e-17,2.8681e-17,39.0,6261.0,sn2001ep-20011122.28-fast_corrected.flm
1998dm,31.34,0.00650,1.4920e-15,4.7604e-17,226.5,6180.0,sn1998dm-19980910.42-fast_corrected.flm
2005am,53.60,0.00840,1.0469e-14,1.9531e-16,249.9,6170.7,sn2005am-20050310.21-fast_corrected.flm
2001G,3.86,0.01680,3.4391e-17,8.9043e-18,150.0,6464.0,sn2001G-20010525.18-mmt_corrected.flm
2001V,9.32,0.01510,3.5654e-16,3.8246e-17,54.0,6235.5,sn2001V-20010326.24-fast_corrected.flm
1995al,74.71,0.00510,1.5371e-14,2.0575e-16,267.5,6149.0,sn1995al-19951124.53-fast_corrected.flm
2001V,20.30,0.01510,5.0846e-16,2.5044e-17,217.5,6384.0,sn2001V-20010414.31-fast_corrected.flm
2001G,4.94,0.01680,1.1631e-16,2.3552e-17,16.5,6363.0,sn2001G-20010227.22-fast_corrected.flm
2003ch,9.07,0.02500,2.6666e-16,2.9386e-17,225.0,6315.0,sn2003ch-20030331.15-fast_corrected.flm
2007F,7.46,0.02360,1.0539e-15,1.4130e-16,2.9,6288.1,sn2007F-20070225.43-fast_corrected.flm
1999dq,41.77,0.01410,2.2473e-15,5.3798e-17,211.5,6216.0,sn1999dq-19990917.46-fast_corrected.flm
1997bq,2.13,0.00930,7.4999e-17,3.5169e-17,8.8,6206.4,sn1997bq-19970509.16-fast_corrected.flm
2008ar,5.33,0.02610,1.7976e-16,3.3748e-17,132.3,6327.3,sn2008ar-20080307.38-fast_corrected.flm
2006hb,13.68,0.01530,2.8128e-16,2.0555e-17,214.6,6246.6,sn2006hb-20061003.51-fast_corrected.flm
2002bo,37.97,0.00430,1.0812e-15,2.8474e-17,247.5,6369.0,sn2002bo-20020517.18-fast_corrected.flm
2001ep,3.28,0.01300,8.8374e-17,2.6951e-17,88.5,6274.5,sn2001ep-20011115.37-fast_corrected.flm
1998ab,3.67,0.02700,9.9745e-17,2.7183e-17,12.0,6349.5,sn1998ab-19980601.22-fast_corrected.flm
2003cg,71.75,0.00410,5.3004e-15,7.3874e-17,259.5,6132.0,sn2003cg-20030326.30-fast_corrected.flm
2007ci,39.76,0.01800,8.3030e-16,2.0882e-17,260.2,6203.4,sn2007ci-20070522.19-fast_corrected.flm
1996bl,1.72,0.03600,4.2698e-17,2.4811e-17,11.8,6368.1,sn1996bl-19961108.24-fast_corrected.flm
2003cg,31.10,0.00410,2.5541e-15,8.2114e-17,210.0,6142.5,sn2003cg-20030410.20-fast_corrected.flm
1998bp,42.73,0.01050,6.3272e-15,1.4808e-16,261.0,6198.0,sn1998bp-19980503.45-fast_corrected.flm
2005hc,11.46,0.04590,1.5686e-16,1.3685e-17,235.2,6419.1,sn2005hc-20051030.32-fast_corrected.flm
2002fb,9.69,0.01560,1.5955e-14,1.6469e-15,184.5,6235.5,sn2002fb-20020907.51-fast_corrected.flm
1999ek,14.26,0.01750,4.1927e-16,2.9398e-17,237.0,6259.5,sn1999ek-19991030.47-fast_corrected.flm
2006X,3.64,0.00520,7.2859e-17,2.0020e-17,4.4,6299.9,sn2006X-20060721.16-fast_corrected.flm
2001ep,30.99,0.01300,1.4746e-15,4.7576e-17,222.0,6229.5,sn2001ep-20011025.43-fast_corrected.flm
2007F,3.19,0.02360,7.5557e-16,2.3660e-16,14.7,6239.6,sn2007F-20070309.39-fast_corrected.flm
1999ef,12.61,0.03930,2.0164e-16,1.5985e-17,211.5,6360.0,sn1999ef-19991014.31-fast_corrected.flm
2005ke,41.52,0.00450,2.9989e-15,7.2221e-17,222.0,6183.0,sn2005ke-20051127.27-fast_corrected.flm
2003fa,9.55,0.04040,2.4163e-16,2.5312e-17,183.0,6402.0,sn2003fa-20030627.30-fast_corrected.flm
1997cn,5.83,0.01680,1.2808e-16,2.1959e-17,69.1,6274.0,sn1997cn-19970603.23-fast_corrected.flm
2007ax,10.44,0.00710,7.0686e-15,6.7691e-16,191.1,6238.1,sn2007ax-20070416.17-fast_corrected.flm
2006sr,25.61,0.02440,5.1732e-16,2.0201e-17,263.1,6258.3,sn2006sr-20061222.12-fast_corrected.flm
1999aa,7.97,0.01440,4.2869e-16,5.3767e-17,162.0,6237.5,sn1999aa-19990217.26-fast_corrected.flm
2007ax,12.90,0.00710,1.1045e-14,8.5626e-16,132.3,6254.3,sn2007ax-20070407.16-fast_corrected.flm
1993ac,11.17,0.05030,1.3346e-16,1.1947e-17,270.8,6401.7,sn1993ac-19931016.49-mmt_corrected.flm
2007hj,3.20,0.01430,4.8862e-17,1.5284e-17,11.8,6231.8,sn2007hj-20071009.23-fast_corrected.flm
2000fa,10.95,0.02130,3.4201e-16,3.1243e-17,190.5,6258.0,sn2000fa-20001230.43-fast_corrected.flm
2001ay,16.67,0.03020,5.0477e-16,3.0289e-17,274.5,6237.0,sn2001ay-20010424.32-fast_corrected.flm
1997bq,54.53,0.00930,2.9787e-15,5.4625e-17,248.4,6137.3,sn1997bq-19970429.17-fast_corrected.flm
2006ax,31.07,0.01670,2.1973e-15,7.0718e-17,252.8,6240.3,sn2006ax-20060326.29-fast_corrected.flm
2008C,20.82,0.01700,7.0155e-16,3.3691e-17,258.7,6269.0,sn2008C-20080113.28-fast_corrected.flm
2003cq,9.29,0.03330,3.0615e-16,3.2942e-17,198.0,6331.5,sn2003cq-20030408.26-fast_corrected.flm
2004gs,2.25,0.02660,3.6244e-17,1.6082e-17,14.7,6320.6,sn2004gs-20050118.36-fast_corrected.flm
2007ax,17.56,0.00710,2.2530e-14,1.2829e-15,205.8,6202.9,sn2007ax-20070326.21-fast_corrected.flm
2006cp,5.16,0.02230,7.9270e-17,1.5363e-17,16.2,6298.4,sn2006cp-20060721.18-fast_corrected.flm
2006sr,33.63,0.02440,5.8023e-16,1.7253e-17,244.0,6249.4,sn2006sr-20061224.09-fast_corrected.flm
2002bo,60.45,0.00430,6.0859e-15,1.0067e-16,283.5,6090.0,sn2002bo-20020320.26-fast_corrected.flm
1998V,27.27,0.01740,1.3835e-15,5.0741e-17,223.5,6229.5,sn1998V-19980321.51-fast_corrected.flm
1998es,1.81,0.01060,1.5121e-16,8.3589e-17,4.5,6201.0,sn1998es-19981114.22-fast_corrected.flm
2007kk,20.58,0.04100,2.5164e-16,1.2225e-17,248.4,6352.3,sn2007kk-20071011.36-fast_corrected.flm
2006lf,20.14,0.01320,1.6367e-15,8.1258e-17,219.0,6201.4,sn2006lf-20061111.36-fast_corrected.flm
2007le,57.95,0.00680,4.1710e-12,7.1972e-14,227.9,6177.9,sn2007le-20071111.21-fast_corrected.flm
2001ck,16.15,0.03470,3.3604e-15,2.0806e-16,199.5,6336.0,sn2001ck-20010617.29-fast_corrected.flm
1999cl,56.74,0.00780,6.5508e-15,1.1546e-16,253.5,6089.5,sn1999cl-19990606.18-fast_corrected.flm
1998es,34.91,0.01060,2.7887e-15,7.9876e-17,208.5,6204.5,sn1998es-19981123.30-fast_corrected.flm
2001da,7.11,0.01720,1.7265e-16,2.4287e-17,223.5,6463.5,sn2001da-20010912.32-fast_corrected.flm
2005mc,10.18,0.02530,4.0968e-16,4.0253e-17,202.9,6256.2,sn2005mc-20051227.37-fast_corrected.flm
1999ac,9.81,0.00950,3.8374e-16,3.9108e-17,198.0,6345.0,sn1999ac-19990421.46-fast_corrected.flm
2002jy,19.46,0.01960,4.4101e-13,2.2662e-14,229.5,6262.5,sn2002jy-20030105.11-fast_corrected.flm
2001br,8.19,0.02090,5.6813e-17,6.9387e-18,74.0,6258.0,sn2001br-20010618.44-mmt_corrected.flm
1996C,21.61,0.02700,4.4507e-16,2.0594e-17,238.1,6304.8,sn1996C-19960217.48-fast_corrected.flm
1999by,43.38,0.00220,1.1076e-14,2.5534e-16,255.0,6172.5,sn1999by-19990519.14-fast_corrected.flm
1999by,91.10,0.00220,2.4364e-14,2.6744e-16,261.0,6142.5,sn1999by-19990508.15-fast_corrected.flm
1997bq,3.22,0.00930,1.0208e-16,3.1700e-17,4.4,6300.4,sn1997bq-19970531.18-fast_corrected.flm
2001fe,12.15,0.01340,3.2598e-16,2.6824e-17,207.0,6385.5,sn2001fe-20020107.34-fast_corrected.flm
2006X,7.79,0.00520,4.2137e-16,5.4083e-17,226.4,6132.9,sn2006X-20060403.36-fast_corrected.flm
2005eu,1.60,0.03490,3.2645e-17,2.0392e-17,5.9,6342.7,sn2005eu-20051009.38-fast_corrected.flm
2007af,37.49,0.00540,8.0764e-16,2.1541e-17,222.0,6373.4,sn2007af-20070521.26-fast_corrected.flm
2006le,17.04,0.01740,1.9709e-15,1.1565e-16,176.4,6234.2,sn2006le-20061121.37-fast_corrected.flm
2003du,8.37,0.00640,5.7002e-15,6.8143e-16,181.5,6195.0,sn2003du-20030601.30-fast_corrected.flm
1995D,69.54,0.00670,8.4108e-15,1.2095e-16,249.9,6178.3,sn1995D-19950226.28-fast_corrected.flm
2005iq,10.57,0.03400,1.1775e-16,1.1135e-17,194.0,6329.2,sn2005iq-20051107.21-fast_corrected.flm
1998aq,22.64,0.00390,2.0524e-15,9.0655e-17,222.0,6331.5,sn1998aq-19980727.17-fast_corrected.flm
2002cd,3.25,0.01040,1.6478e-16,5.0682e-17,111.0,6099.0,sn2002cd-20020410.49-fast_corrected.flm
2003du,4.20,0.00640,1.1082e-15,2.6416e-16,144.0,6081.0,sn2003du-20030705.21-fast_corrected.flm
1999ac,8.99,0.00950,2.3996e-16,2.6691e-17,147.0,6375.0,sn1999ac-19990608.38-fast_corrected.flm
2002bo,21.74,0.00430,9.5583e-16,4.3974e-17,198.0,6352.5,sn2002bo-20020512.17-fast_corrected.flm
